Unnamed: 0,set_num,set_year,top_5_similar_sets,set_name,set_img_url,theme_id,theme_name,num_parts,A0A5A9,FFFFFF,C91A09,6C6E68,237841,05131D,184632,AA7F2E,F5CD2F,582A12,F2CD37,E4ADC8,AEEFEC,635F52,F08F1C,FCFCFC,0020A0,84B68D,BBE90B,D9E4A7,0055BF,9CA3A8,F8F184,DF6695,E4CD9E,0A3463,720E0F,FF800D,958A73,898788,352100,3F3691,A5A5CB,DBAC34,3E3C39,A95500,923978,4B9F4A,A5A9B4,ADC3C0,C870A0,AA7D55,9BA19D,6D6E5C,F8BB3D,9B9A5A,36AEBF,AC78BA,9FC3E9,E1D5ED,078BC9,FE8A18,FFF03A,DFEEA5,008F9B,5A93DB,A0BCAC,FF698F,D9D9D9,CFE2F7,D09168,E0E0E0,BBA53D,AA4D8E,1B2A34,F2F3F2,583927,764D3B,6074A1,B46A00,575857,C0F500,68BCC5,F6D7B3,BDC6AD,D67572,81007B,FA9C1C,FFA70B,AE7A59,7DBFDD,EBD800,CE1D9B,8320B7,CCA373,755945,x,y
45,14202012-1,2015,"['70501-1', '70505-1', '70723-1', '70726-1', '2507-1']",Ninjago: The Hour of Ghosts,https://cdn.rebrickable.com/media/sets/14202012-1.jpg,497,Books,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.663683613518,416.5418406696885
46,14807412-1,2011,"['71741-1', '41101-1', '71799-1', '75290-1', '41395-1']",City: Emergency Rescue,https://cdn.rebrickable.com/media/sets/14807412-1.jpg,497,Books,9,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.3744852648926,468.1136050243476
47,1838526773-1,2019,"['75053-1', '75092-1', '75101-1', '75105-1', '75155-1']",Star Wars: Official Annual 2020,https://cdn.rebrickable.com/media/sets/1838526773-1.jpg,497,Books,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.8705039890164,484.943199163664
48,19197480-1,2012,"['70501-1', '70505-1', '70723-1', '70726-1', '2507-1']",Ninjago: Ninja vs. Constrictai,https://cdn.rebrickable.com/media/sets/19197480-1.jpg,497,Books,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.0542555717618,407.679697503863
49,19198074-1,2015,"['71741-1', '71799-1', '41130-1', '41101-1', '3315-1']",Ninjago: The Tournament of Elements,https://cdn.rebrickable.com/media/sets/19198074-1.jpg,497,Books,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.4719757446848,447.979224389711
50,19741980-1,2012,"['2257-1', '71739-1', '111903-1', '112007-1', '112112-1']",Ninjago: Ninja vs. Fangpyre,https://cdn.rebrickable.com/media/sets/19741980-1.jpg,497,Books,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.05886670523245,426.8193232789664
51,19801974-1,2012,"['0756682762-1', '9780756672812-1', '9781338113686-1', '2519-1', '70627-1']",Ninjago: Ninja vs. Venomari,https://cdn.rebrickable.com/media/sets/19801974-1.jpg,497,Books,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.487378966942,406.2247605270773
52,20006-1,2008,"['71741-1', '41101-1', '71799-1', '41130-1', '71705-1']",Clone Turbo Tank,https://cdn.rebrickable.com/media/sets/20006-1.jpg,158,Star Wars,64,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.4384379606704,350.39145415717513
53,20007-1,2009,"['71741-1', '71799-1', '3315-1', '41101-1', '41400-1']",Republic Attack Cruiser,https://cdn.rebrickable.com/media/sets/20007-1.jpg,158,Star Wars,84,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401.6792435366412,285.3264835715956
54,20009-1,2009,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",AT-TE Walker,https://cdn.rebrickable.com/media/sets/20009-1.jpg,158,Star Wars,94,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463.004591107325,158.82672780893475
55,20010-1,2009,"['71741-1', '41101-1', '71799-1', '41130-1', '71705-1']",Republic Gunship,https://cdn.rebrickable.com/media/sets/20010-1.jpg,158,Star Wars,94,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395.83140565387686,127.68168311093592
56,20016-1,2010,"['71741-1', '71799-1', '41101-1', '71705-1', '41704-1']",Imperial Shuttle,https://cdn.rebrickable.com/media/sets/20016-1.jpg,158,Star Wars,70,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411.24397700252194,107.55920945532328
57,20018-1,2010,"['71741-1', '71799-1', '71705-1', '41101-1', '75290-1']",AT-AT Walker,https://cdn.rebrickable.com/media/sets/20018-1.jpg,158,Star Wars,83,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.91144051798665,351.18595491171106
58,20019-1,2011,"['71741-1', '71705-1', '71799-1', '41101-1', '41130-1']",Slave I,https://cdn.rebrickable.com/media/sets/20019-1.jpg,158,Star Wars,76,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.8733547229146,237.688722766264
59,200-2,1985,[],Building Ideas Book,https://cdn.rebrickable.com/media/sets/200-2.jpg,497,Books,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.9519295000502,373.31375321218303
60,20020-1,2011,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Mini Turbo Shredder,https://cdn.rebrickable.com/media/sets/20020-1.jpg,435,Ninjago,83,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.84667123629097,140.240079059591
61,20021-1,2011,"['71741-1', '71705-1', '71799-1', '41101-1', '41130-1']",Bounty Hunter Assault Gunship,https://cdn.rebrickable.com/media/sets/20021-1.jpg,158,Star Wars,81,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.0182291220302,277.8075042810092
62,20122014-1,2018,"['71741-1', '71799-1', '41663-1', '41670-1', '71705-1']",Ninjago: Sons of Garmadon,https://cdn.rebrickable.com/media/sets/20122014-1.jpg,497,Books,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.8089481414238,445.9191204901268
63,20201214-1,2016,"['71741-1', '71799-1', '71705-1', '41101-1', '41737-1']",Ninjago: Official Annual 2017,https://cdn.rebrickable.com/media/sets/20201214-1.jpg,497,Books,26,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.3094837254288,494.5998551321848
64,20201412-1,2016,"['71741-1', '71799-1', '41101-1', '41130-1', '41670-1']",Ninjago: Official Annual 2016,https://cdn.rebrickable.com/media/sets/20201412-1.jpg,497,Books,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.32710678073124,400.7276131135383
65,20202030-1,2016,"['71741-1', '41101-1', '71799-1', '41130-1', '41748-1']",Elves: Dragon Adventures,https://cdn.rebrickable.com/media/sets/20202030-1.jpg,497,Books,17,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.09657770134754,418.3793652860067
66,2111-1,2011,"['71741-1', '71754-1', '75290-1', '71735-1', '71799-1']",Kai,https://cdn.rebrickable.com/media/sets/2111-1.jpg,435,Ninjago,19,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.6023494694738,153.89851884078385
67,2112-1,2011,"['71741-1', '71799-1', '71754-1', '75290-1', '41101-1']",Cole,https://cdn.rebrickable.com/media/sets/2112-1.jpg,435,Ninjago,19,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.38626177641618,204.9974928838
68,2113-1,2011,"['71741-1', '71754-1', '71799-1', '41101-1', '75290-1']",Zane,https://cdn.rebrickable.com/media/sets/2113-1.jpg,435,Ninjago,19,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.0754073554252,140.37381555633402
69,2114-1,2011,"['71741-1', '71754-1', '71799-1', '41101-1', '71735-1']",Chopov,https://cdn.rebrickable.com/media/sets/2114-1.jpg,435,Ninjago,20,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.7335893113027,203.83215790373023
70,2115-1,2011,"['71741-1', '71754-1', '71799-1', '41101-1', '41130-1']",Bonezai,https://cdn.rebrickable.com/media/sets/2115-1.jpg,435,Ninjago,21,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.9497450396607,237.1548908377792
71,2116-1,2011,"['71741-1', '71754-1', '75290-1', '71735-1', '71799-1']",Krazi,https://cdn.rebrickable.com/media/sets/2116-1.jpg,435,Ninjago,22,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.5441553094393,178.70284475274687
72,2170-1,2011,"['71741-1', '71799-1', '71705-1', '71754-1', '41101-1']",Cole DX,https://cdn.rebrickable.com/media/sets/2170-1.jpg,435,Ninjago,21,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.1953257608004,264.9860999951405
73,2171-1,2011,"['71741-1', '71735-1', '71799-1', '75290-1', '71754-1']",Zane DX,https://cdn.rebrickable.com/media/sets/2171-1.jpg,435,Ninjago,22,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.20610012467444,126.08125023838338
74,2172-1,2011,"['71741-1', '75290-1', '71735-1', '71754-1', '71799-1']",Nya,https://cdn.rebrickable.com/media/sets/2172-1.jpg,435,Ninjago,21,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.98145849689564,266.0104737145081
75,2173-1,2011,"['71741-1', '71754-1', '71735-1', '71799-1', '41101-1']",Nuckal,https://cdn.rebrickable.com/media/sets/2173-1.jpg,435,Ninjago,26,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.0669288929875,107.16583569113912
76,2174-1,2011,"['71741-1', '71754-1', '71735-1', '71799-1', '41101-1']",Kruncha,https://cdn.rebrickable.com/media/sets/2174-1.jpg,435,Ninjago,24,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.5207532927686,199.49748264762167
77,2175-1,2011,"['71741-1', '71799-1', '71735-1', '71754-1', '41101-1']",Wyplash,https://cdn.rebrickable.com/media/sets/2175-1.jpg,435,Ninjago,23,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.90255028555595,157.8283616495577
78,2254-1,2011,"['71741-1', '41101-1', '71799-1', '71705-1', '41130-1']",Mountain Shrine,https://cdn.rebrickable.com/media/sets/2254-1.jpg,435,Ninjago,169,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.57619662898685,238.8362046348635
79,2255-1,2011,"['71741-1', '71754-1', '71799-1', '71735-1', '9450-1']",Sensei Wu,https://cdn.rebrickable.com/media/sets/2255-1.jpg,435,Ninjago,20,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.8936987956957,171.74150164436202
80,2256-1,2011,"['71741-1', '71799-1', '71705-1', '71754-1', '41101-1']",Lord Garmadon,https://cdn.rebrickable.com/media/sets/2256-1.jpg,435,Ninjago,23,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.93346261126445,120.52372825222228
81,2257-1,2011,"['71741-1', '71754-1', '71799-1', '41101-1', '41130-1']",Spinjitzu Starter Set,https://cdn.rebrickable.com/media/sets/2257-1.jpg,435,Ninjago,57,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.45697836405802,196.83649399231348
82,2258-1,2011,"['71741-1', '41130-1', '71799-1', '41101-1', '3315-1']",Ninja Ambush,https://cdn.rebrickable.com/media/sets/2258-1.jpg,435,Ninjago,71,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.8291143517604,297.8828899492707
83,2259-1,2011,"['71741-1', '71799-1', '71705-1', '41130-1', '41101-1']",Skull Motorbike,https://cdn.rebrickable.com/media/sets/2259-1.jpg,435,Ninjago,157,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.30722167963432,224.485768996238
84,2260-1,2011,"['71741-1', '3315-1', '71799-1', '71705-1', '41101-1']",Ice Dragon Attack,https://cdn.rebrickable.com/media/sets/2260-1.jpg,435,Ninjago,158,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.53120633073345,223.0528757521604
85,2263-1,2011,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Turbo Shredder,https://cdn.rebrickable.com/media/sets/2263-1.jpg,435,Ninjago,298,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.8057974047682,229.2370444005951
86,240-2,1967,[],Idea Book,https://cdn.rebrickable.com/media/sets/240-2.jpg,497,Books,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.1799001541072,501.9724937349689
87,250-1,1987,[],Idea Book 250,https://cdn.rebrickable.com/media/sets/250-1.jpg,497,Books,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.1236810858917,400.703440270925
88,2504-1,2011,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Spinjitzu Dojo,https://cdn.rebrickable.com/media/sets/2504-1.jpg,435,Ninjago,373,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.9854668514472,119.05278075694235
89,2505-1,2011,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Garmadon's Dark Fortress,https://cdn.rebrickable.com/media/sets/2505-1.jpg,435,Ninjago,518,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.3995867883609,150.17283972238135
90,2506-1,2011,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Skull Truck,https://cdn.rebrickable.com/media/sets/2506-1.jpg,435,Ninjago,515,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.23085775321113,137.0843173618378
91,2507-1,2011,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Fire Temple,https://cdn.rebrickable.com/media/sets/2507-1.jpg,435,Ninjago,1174,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.68298263209743,78.55308265082925
92,2508-1,2011,"['71741-1', '71799-1', '41130-1', '41101-1', '3315-1']",Blacksmith Shop,https://cdn.rebrickable.com/media/sets/2508-1.jpg,435,Ninjago,189,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.6145681925553,158.6940329270103
